timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673462356811,2507,HTTP Request,200,OK,Thread Group 1-5,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,1266,0,481
1673462357474,2001,HTTP Request,200,OK,Thread Group 1-8,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,1252,0,483
1673462355986,3489,HTTP Request,200,OK,Thread Group 1-1,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,2313,0,784
1673462357254,2415,HTTP Request,200,OK,Thread Group 1-7,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1425,0,481
1673462357697,2263,HTTP Request,200,OK,Thread Group 1-9,text,true,,64499,122,15,15,https://www.banglapuzzle.com/,1475,0,474
1673462356147,4037,HTTP Request,200,OK,Thread Group 1-2,text,true,,64499,122,15,15,https://www.banglapuzzle.com/,1878,0,624
1673462357031,3184,HTTP Request,200,OK,Thread Group 1-6,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1411,0,476
1673462358141,2892,HTTP Request,200,OK,Thread Group 1-11,text,true,,64499,122,17,17,https://www.banglapuzzle.com/,1720,0,477
1673462358807,2231,HTTP Request,200,OK,Thread Group 1-14,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,1248,0,477
1673462356366,4730,HTTP Request,200,OK,Thread Group 1-3,text,true,,64499,122,15,15,https://www.banglapuzzle.com/,2746,0,1422
1673462357919,3294,HTTP Request,200,OK,Thread Group 1-10,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1538,0,479
1673462359250,2210,HTTP Request,200,OK,Thread Group 1-16,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1270,0,479
1673462358584,2922,HTTP Request,200,OK,Thread Group 1-13,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1262,0,480
1673462359028,2488,HTTP Request,200,OK,Thread Group 1-15,text,true,,64499,122,13,13,https://www.banglapuzzle.com/,1260,0,477
1673462356590,5231,HTTP Request,200,OK,Thread Group 1-4,text,true,,64499,122,13,13,https://www.banglapuzzle.com/,2643,0,1649
1673462359474,2348,HTTP Request,200,OK,Thread Group 1-17,text,true,,64499,122,12,12,https://www.banglapuzzle.com/,1246,0,476
1673462359695,2710,HTTP Request,200,OK,Thread Group 1-18,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1252,0,478
1673462360582,2694,HTTP Request,200,OK,Thread Group 1-22,text,true,,64499,122,17,17,https://www.banglapuzzle.com/,1275,0,480
1673462360140,3318,HTTP Request,200,OK,Thread Group 1-20,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,1192,0,481
1673462360805,3285,HTTP Request,200,OK,Thread Group 1-23,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,1278,0,484
1673462358364,6011,HTTP Request,200,OK,Thread Group 1-12,text,true,,64499,122,19,19,https://www.banglapuzzle.com/,2698,0,1644
1673462361471,2929,HTTP Request,200,OK,Thread Group 1-26,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,1243,0,476
1673462359918,4718,HTTP Request,200,OK,Thread Group 1-19,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,2771,0,1443
1673462361028,3867,HTTP Request,200,OK,Thread Group 1-24,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,1245,0,481
1673462362360,2666,HTTP Request,200,OK,Thread Group 1-30,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,1254,0,484
1673462362580,2474,HTTP Request,200,OK,Thread Group 1-31,text,true,,64499,122,17,17,https://www.banglapuzzle.com/,1248,0,478
1673462362803,3237,HTTP Request,200,OK,Thread Group 1-32,text,true,,64499,122,19,19,https://www.banglapuzzle.com/,1258,0,477
1673462363246,2925,HTTP Request,200,OK,Thread Group 1-34,text,true,,64499,122,18,18,https://www.banglapuzzle.com/,1279,0,477
1673462362136,4068,HTTP Request,200,OK,Thread Group 1-29,text,true,,64499,122,17,17,https://www.banglapuzzle.com/,1660,0,479
1673462364134,2479,HTTP Request,200,OK,Thread Group 1-38,text,true,,64499,122,16,16,https://www.banglapuzzle.com/,1253,0,481
1673462363468,3558,HTTP Request,200,OK,Thread Group 1-35,text,true,,64499,122,15,15,https://www.banglapuzzle.com/,1278,0,486
1673462364800,2475,HTTP Request,200,OK,Thread Group 1-41,text,true,,64499,122,14,14,https://www.banglapuzzle.com/,1250,0,480
1673462363912,3391,HTTP Request,200,OK,Thread Group 1-37,text,true,,64499,122,13,13,https://www.banglapuzzle.com/,1280,0,476
1673462364358,3395,HTTP Request,200,OK,Thread Group 1-39,text,true,,64499,122,12,12,https://www.banglapuzzle.com/,1239,0,474
1673462365245,2529,HTTP Request,200,OK,Thread Group 1-43,text,true,,64499,122,11,11,https://www.banglapuzzle.com/,1302,0,481
1673462364580,3363,HTTP Request,200,OK,Thread Group 1-40,text,true,,64499,122,10,10,https://www.banglapuzzle.com/,1726,0,477
1673462365688,2515,HTTP Request,200,OK,Thread Group 1-45,text,true,,64499,122,9,9,https://www.banglapuzzle.com/,1289,0,488
1673462361250,6986,HTTP Request,200,OK,Thread Group 1-25,text,true,,64499,122,8,8,https://www.banglapuzzle.com/,1720,0,954
1673462365024,3687,HTTP Request,200,OK,Thread Group 1-42,text,true,,64499,122,7,7,https://www.banglapuzzle.com/,2034,0,724
1673462363690,5033,HTTP Request,200,OK,Thread Group 1-36,text,true,,64499,122,6,6,https://www.banglapuzzle.com/,1747,0,483
1673462361701,7389,HTTP Request,200,OK,Thread Group 1-27,text,true,,64499,122,5,5,https://www.banglapuzzle.com/,2745,0,1428
1673462361914,7810,HTTP Request,200,OK,Thread Group 1-28,text,true,,64499,122,4,4,https://www.banglapuzzle.com/,4063,0,3083
1673462363025,6907,HTTP Request,200,OK,Thread Group 1-33,text,true,,64499,122,3,3,https://www.banglapuzzle.com/,2642,0,1426
1673462365467,5665,HTTP Request,200,OK,Thread Group 1-44,text,true,,64499,122,2,2,https://www.banglapuzzle.com/,2350,0,475
1673462360360,24623,HTTP Request,Non HTTP response code: org.apache.http.ConnectionClosedException,"Non HTTP response message: Premature end of Content-Length delimited message body (expected: 63,323; received: 47,952)",Thread Group 1-21,text,false,,1342,0,1,1,https://www.banglapuzzle.com/,2199,0,475
